order_id,customer_id,order_datetime,channel,payment_method,status,gross_revenue,discount_amount,freight_amount,cancellation_amount,return_amount,net_revenue,cost_amount,gross_margin
ORD-000395,CUST-00170,2025-09-12 15:32:00,site,pix,delivered,119.8,11.98,20.21,0.0,0.0,107.82,49.0,58.82
ORD-000396,CUST-00114,2025-08-24 08:02:00,marketplace,pix,delivered,1549.5,154.95,29.68,0.0,0.0,1394.55,868.0,526.55
ORD-000397,CUST-00169,2025-10-11 18:34:00,app,boleto,cancelled,209.6,10.48,24.18,199.12,0.0,0.0,83.0,0
ORD-000398,CUST-00197,2025-05-26 13:03:00,site,pix,delivered,1129.3,112.93,11.25,0.0,0.0,1016.37,508.0,508.37
ORD-000399,CUST-00090,2025-01-29 18:15:00,app,credit_card,delivered,259.9,0.0,29.34,0.0,0.0,259.9,137.0,122.9
ORD-000400,CUST-00138,2025-06-16 08:29:00,app,boleto,returned,2379.1,118.96,26.94,0.0,2260.14,0.0,1369.0,0
ORD-000401,CUST-00177,2025-12-12 11:21:00,app,boleto,delivered,1249.5,124.95,34.24,0.0,0.0,1124.55,643.0,481.55
ORD-000402,CUST-00074,2025-05-16 08:19:00,site,boleto,cancelled,779.7,38.98,34.04,740.71,0.0,0.0,411.0,0
ORD-000403,CUST-00018,2025-10-18 20:33:00,marketplace,pix,delivered,359.8,17.99,16.19,0.0,0.0,341.81,164.0,177.81
ORD-000404,CUST-00052,2025-08-01 14:16:00,site,boleto,cancelled,719.4,71.94,23.5,647.46,0.0,0.0,319.5,0
ORD-000405,CUST-00170,2025-08-28 12:59:00,site,credit_card,returned,744.4,74.44,34.17,0.0,669.96,0.0,323.0,0
ORD-000406,CUST-00106,2025-06-13 09:40:00,app,credit_card,delivered,1579.3,78.97,17.91,0.0,0.0,1500.34,821.0,679.34
ORD-000407,CUST-00008,2025-05-06 20:52:00,app,pix,delivered,799.5,39.97,24.46,0.0,0.0,759.52,385.5,374.02
ORD-000408,CUST-00165,2025-01-22 19:31:00,app,credit_card,delivered,569.7,0.0,35.69,0.0,0.0,569.7,273.0,296.7
ORD-000409,CUST-00102,2025-03-13 11:07:00,marketplace,boleto,cancelled,134.7,20.2,24.91,114.49,0.0,0.0,51.0,0
ORD-000410,CUST-00227,2025-02-16 11:38:00,app,pix,delivered,819.6,0.0,19.78,0.0,0.0,819.6,416.0,403.6
ORD-000411,CUST-00126,2025-10-01 13:44:00,app,credit_card,delivered,2069.1,0.0,26.27,0.0,0.0,2069.1,1149.0,920.1
ORD-000412,CUST-00216,2025-12-06 20:03:00,site,pix,returned,1909.2,286.38,17.09,0.0,1622.82,0.0,1071.0,0
ORD-000413,CUST-00240,2025-05-01 12:13:00,marketplace,pix,delivered,2269.1,113.46,28.84,0.0,0.0,2155.64,1332.0,823.64
ORD-000414,CUST-00130,2025-02-03 13:26:00,marketplace,pix,cancelled,1559.3,233.89,34.3,1325.4,0.0,0.0,869.5,0
ORD-000415,CUST-00001,2025-07-25 11:40:00,marketplace,boleto,delivered,229.9,0.0,27.17,0.0,0.0,229.9,118.0,111.9
ORD-000416,CUST-00203,2025-06-13 15:30:00,app,pix,returned,1049.5,0.0,17.72,0.0,1049.5,0.0,600.0,0
ORD-000417,CUST-00243,2025-01-12 16:41:00,app,boleto,cancelled,399.9,59.98,16.76,339.91,0.0,0.0,238.0,0
ORD-000418,CUST-00103,2025-11-13 14:38:00,app,pix,delivered,1339.3,0.0,12.57,0.0,0.0,1339.3,613.0,726.3
ORD-000419,CUST-00058,2025-04-15 11:55:00,app,credit_card,delivered,1819.1,0.0,32.29,0.0,0.0,1819.1,920.0,899.1
ORD-000420,CUST-00075,2025-05-15 11:39:00,site,boleto,delivered,1969.0,0.0,20.99,0.0,0.0,1969.0,1047.5,921.5
ORD-000421,CUST-00019,2025-02-18 16:03:00,app,pix,delivered,1349.1,0.0,37.83,0.0,0.0,1349.1,596.5,752.6
ORD-000422,CUST-00248,2025-10-14 08:37:00,site,pix,delivered,2569.0,0.0,15.0,0.0,0.0,2569.0,1394.0,1175.0
ORD-000423,CUST-00033,2025-09-13 12:47:00,app,boleto,delivered,1184.5,59.23,18.39,0.0,0.0,1125.28,645.0,480.28
ORD-000424,CUST-00014,2025-04-07 10:03:00,app,pix,delivered,1309.6,0.0,10.98,0.0,0.0,1309.6,748.0,561.6
ORD-000425,CUST-00118,2025-09-10 09:54:00,site,credit_card,returned,199.8,0.0,13.61,0.0,199.8,0.0,86.0,0
ORD-000426,CUST-00145,2025-12-06 17:13:00,marketplace,credit_card,cancelled,579.7,0.0,25.68,579.7,0.0,0.0,298.0,0
ORD-000427,CUST-00073,2025-12-15 18:07:00,site,credit_card,delivered,189.9,0.0,27.61,0.0,0.0,189.9,91.0,98.9
ORD-000428,CUST-00161,2025-05-18 17:42:00,site,boleto,delivered,1509.2,0.0,38.99,0.0,0.0,1509.2,692.0,817.2
ORD-000429,CUST-00024,2025-07-24 12:11:00,marketplace,boleto,delivered,1019.6,50.98,12.58,0.0,0.0,968.62,544.0,424.62
ORD-000430,CUST-00126,2025-08-10 19:51:00,app,pix,delivered,1069.4,160.41,28.01,0.0,0.0,908.99,500.0,408.99
ORD-000431,CUST-00024,2025-08-05 20:23:00,marketplace,boleto,cancelled,1094.1,0.0,22.92,1094.1,0.0,0.0,507.5,0
ORD-000432,CUST-00135,2025-11-19 18:33:00,site,credit_card,delivered,799.8,0.0,23.95,0.0,0.0,799.8,476.0,323.8
ORD-000433,CUST-00134,2025-08-07 12:36:00,marketplace,pix,delivered,44.9,4.49,12.2,0.0,0.0,40.41,17.0,23.41
ORD-000434,CUST-00170,2025-10-19 12:22:00,marketplace,pix,delivered,449.7,44.97,12.35,0.0,0.0,404.73,216.0,188.73
ORD-000435,CUST-00012,2025-02-12 14:56:00,site,boleto,returned,1329.5,0.0,19.32,0.0,1329.5,0.0,716.0,0
ORD-000436,CUST-00112,2025-10-01 08:00:00,marketplace,boleto,delivered,2819.0,0.0,10.3,0.0,0.0,2819.0,1491.0,1328.0
ORD-000437,CUST-00023,2025-03-06 10:00:00,site,boleto,delivered,419.5,0.0,34.38,0.0,0.0,419.5,178.0,241.5
ORD-000438,CUST-00023,2025-06-04 20:29:00,marketplace,boleto,delivered,229.9,11.5,22.56,0.0,0.0,218.41,118.0,100.41
ORD-000439,CUST-00006,2025-08-19 17:15:00,app,boleto,delivered,1569.0,0.0,26.98,0.0,0.0,1569.0,764.5,804.5
ORD-000440,CUST-00010,2025-09-07 14:31:00,site,pix,cancelled,1009.0,100.9,31.64,908.1,0.0,0.0,439.5,0
ORD-000441,CUST-00228,2025-08-31 09:31:00,marketplace,credit_card,cancelled,1379.3,206.89,20.3,1172.41,0.0,0.0,770.0,0
ORD-000442,CUST-00236,2025-11-05 19:42:00,marketplace,boleto,delivered,1809.3,0.0,36.4,0.0,0.0,1809.3,967.0,842.3
ORD-000443,CUST-00045,2025-04-13 10:38:00,app,boleto,delivered,899.4,0.0,33.7,0.0,0.0,899.4,462.0,437.4
ORD-000444,CUST-00207,2025-02-02 13:27:00,site,boleto,delivered,1499.6,149.96,16.7,0.0,0.0,1349.64,918.0,431.64
ORD-000445,CUST-00181,2025-01-26 15:51:00,marketplace,credit_card,delivered,44.9,0.0,39.14,0.0,0.0,44.9,17.0,27.9
ORD-000446,CUST-00234,2025-07-05 10:46:00,app,pix,delivered,1089.5,163.43,23.15,0.0,0.0,926.08,555.0,371.08
ORD-000447,CUST-00088,2025-05-27 16:10:00,app,pix,delivered,1259.3,0.0,21.07,0.0,0.0,1259.3,598.0,661.3
ORD-000448,CUST-00242,2025-01-16 15:09:00,app,pix,delivered,299.8,44.97,34.09,0.0,0.0,254.83,144.0,110.83
ORD-000449,CUST-00101,2025-01-19 18:59:00,marketplace,boleto,returned,539.7,0.0,36.98,0.0,539.7,0.0,246.0,0
ORD-000450,CUST-00227,2025-12-15 19:35:00,app,pix,delivered,664.3,99.64,32.18,0.0,0.0,564.65,345.5,219.15
ORD-000451,CUST-00179,2025-06-26 20:50:00,marketplace,boleto,returned,554.3,27.72,33.16,0.0,526.58,0.0,244.0,0
ORD-000452,CUST-00055,2025-02-17 16:35:00,app,credit_card,delivered,959.4,95.94,20.12,0.0,0.0,863.46,484.5,378.96
ORD-000453,CUST-00188,2025-01-31 13:16:00,app,pix,returned,179.9,17.99,20.53,0.0,161.91,0.0,82.0,0
ORD-000454,CUST-00087,2025-05-01 20:47:00,marketplace,boleto,cancelled,1429.5,142.95,31.34,1286.55,0.0,0.0,845.0,0
ORD-000455,CUST-00183,2025-07-13 16:47:00,marketplace,pix,delivered,589.8,0.0,19.74,0.0,0.0,589.8,329.0,260.8
ORD-000456,CUST-00016,2025-08-06 10:30:00,app,pix,delivered,1774.0,88.7,12.24,0.0,0.0,1685.3,863.0,822.3
ORD-000457,CUST-00211,2025-03-25 10:32:00,marketplace,credit_card,delivered,824.6,41.23,31.23,0.0,0.0,783.37,428.0,355.37
ORD-000458,CUST-00192,2025-03-22 16:23:00,marketplace,pix,delivered,299.8,29.98,35.47,0.0,0.0,269.82,144.0,125.82
ORD-000459,CUST-00031,2025-07-10 12:23:00,app,pix,delivered,679.7,0.0,24.48,0.0,0.0,679.7,329.0,350.7
ORD-000460,CUST-00001,2025-03-04 16:22:00,marketplace,credit_card,delivered,1809.3,0.0,22.43,0.0,0.0,1809.3,935.0,874.3
ORD-000461,CUST-00195,2025-08-19 18:28:00,marketplace,pix,delivered,2099.1,314.87,19.66,0.0,0.0,1784.23,1098.0,686.23
ORD-000462,CUST-00182,2025-01-13 17:40:00,site,credit_card,returned,539.7,0.0,26.73,0.0,539.7,0.0,246.0,0
ORD-000463,CUST-00246,2025-10-19 16:12:00,site,credit_card,delivered,539.7,53.97,36.81,0.0,0.0,485.73,246.0,239.73
ORD-000464,CUST-00213,2025-12-28 17:28:00,site,boleto,delivered,1319.3,131.93,28.11,0.0,0.0,1187.37,637.0,550.37
ORD-000465,CUST-00024,2025-02-28 09:34:00,site,boleto,delivered,1339.4,0.0,14.22,0.0,0.0,1339.4,719.0,620.4
ORD-000466,CUST-00183,2025-01-30 12:24:00,marketplace,boleto,delivered,779.7,0.0,14.17,0.0,0.0,779.7,447.0,332.7
ORD-000467,CUST-00244,2025-02-28 12:03:00,app,boleto,delivered,399.9,20.0,26.49,0.0,0.0,379.9,238.0,141.9
ORD-000468,CUST-00142,2025-10-28 18:06:00,site,boleto,delivered,1139.6,113.96,29.45,0.0,0.0,1025.64,628.0,397.64
ORD-000469,CUST-00096,2025-10-04 10:50:00,app,pix,delivered,1189.4,118.94,38.48,0.0,0.0,1070.46,669.5,400.96
ORD-000470,CUST-00090,2025-11-20 11:37:00,app,boleto,cancelled,349.9,0.0,11.26,349.9,0.0,0.0,221.0,0
ORD-000471,CUST-00186,2025-10-12 12:56:00,site,boleto,delivered,1619.3,0.0,28.21,0.0,0.0,1619.3,870.0,749.3
ORD-000472,CUST-00118,2025-11-03 13:01:00,site,credit_card,returned,439.8,0.0,29.29,0.0,439.8,0.0,186.0,0
ORD-000473,CUST-00143,2025-12-23 19:31:00,marketplace,pix,delivered,44.9,4.49,12.33,0.0,0.0,40.41,17.0,23.41
ORD-000474,CUST-00249,2025-07-12 17:22:00,app,credit_card,delivered,299.8,0.0,35.07,0.0,0.0,299.8,144.0,155.8
ORD-000475,CUST-00191,2025-01-11 20:17:00,app,boleto,returned,659.7,98.95,20.63,0.0,560.75,0.0,279.0,0
ORD-000476,CUST-00248,2025-07-05 08:17:00,site,pix,delivered,379.5,56.92,31.11,0.0,0.0,322.57,159.5,163.07
ORD-000477,CUST-00044,2025-10-10 11:42:00,site,credit_card,returned,809.6,80.96,30.07,0.0,728.64,0.0,351.0,0
ORD-000478,CUST-00226,2025-09-25 19:50:00,marketplace,boleto,delivered,779.7,0.0,35.33,0.0,0.0,779.7,411.0,368.7
ORD-000479,CUST-00001,2025-08-07 18:43:00,app,pix,returned,2109.3,0.0,35.52,0.0,2109.3,0.0,1228.0,0
ORD-000480,CUST-00227,2025-04-25 08:17:00,app,credit_card,delivered,279.9,27.99,23.37,0.0,0.0,251.91,154.0,97.91
ORD-000481,CUST-00177,2025-08-05 09:58:00,site,boleto,delivered,1029.5,0.0,14.83,0.0,0.0,1029.5,510.0,519.5
ORD-000482,CUST-00064,2025-02-25 15:15:00,site,boleto,delivered,889.5,0.0,34.55,0.0,0.0,889.5,402.0,487.5
ORD-000483,CUST-00022,2025-02-01 08:24:00,marketplace,boleto,delivered,859.7,128.95,11.85,0.0,0.0,730.74,500.5,230.24
ORD-000484,CUST-00174,2025-01-29 16:03:00,marketplace,boleto,delivered,1119.2,55.96,21.95,0.0,0.0,1063.24,485.0,578.24
ORD-000485,CUST-00117,2025-09-22 13:37:00,marketplace,credit_card,delivered,219.9,0.0,12.98,0.0,0.0,219.9,93.0,126.9
ORD-000486,CUST-00091,2025-08-04 15:46:00,marketplace,pix,cancelled,579.7,28.98,15.48,550.71,0.0,0.0,298.5,0
ORD-000487,CUST-00080,2025-10-26 16:49:00,marketplace,credit_card,delivered,1799.1,0.0,23.99,0.0,0.0,1799.1,1009.5,789.6
ORD-000488,CUST-00109,2025-06-26 11:12:00,marketplace,boleto,returned,1639.2,0.0,33.46,0.0,1639.2,0.0,851.0,0
ORD-000489,CUST-00158,2025-06-03 14:21:00,site,boleto,delivered,399.9,0.0,23.53,0.0,0.0,399.9,238.0,161.9
ORD-000490,CUST-00160,2025-04-20 11:30:00,site,boleto,returned,829.4,0.0,34.12,0.0,829.4,0.0,407.0,0
ORD-000491,CUST-00113,2025-04-10 18:37:00,app,boleto,delivered,449.8,0.0,39.16,0.0,0.0,449.8,264.0,185.8
ORD-000492,CUST-00046,2025-04-11 08:11:00,site,pix,delivered,639.7,0.0,10.53,0.0,0.0,639.7,318.0,321.7
ORD-000493,CUST-00208,2025-07-10 18:10:00,site,credit_card,cancelled,149.9,14.99,36.35,134.91,0.0,0.0,72.0,0
ORD-000494,CUST-00178,2025-07-11 13:38:00,site,boleto,delivered,659.7,98.95,17.24,0.0,0.0,560.75,279.0,281.75
ORD-000495,CUST-00064,2025-01-28 18:50:00,marketplace,pix,delivered,1889.1,0.0,35.45,0.0,0.0,1889.1,981.0,908.1
ORD-000496,CUST-00046,2025-06-14 19:23:00,site,credit_card,cancelled,3189.0,478.35,24.4,2710.65,0.0,0.0,1810.0,0
ORD-000497,CUST-00221,2025-05-01 14:13:00,site,credit_card,delivered,919.6,45.98,36.56,0.0,0.0,873.62,494.0,379.62
ORD-000498,CUST-00059,2025-10-26 08:29:00,site,credit_card,cancelled,2099.2,209.92,19.99,1889.28,0.0,0.0,1130.0,0
ORD-000499,CUST-00068,2025-11-27 09:22:00,site,credit_card,delivered,349.9,0.0,35.18,0.0,0.0,349.9,221.0,128.9
ORD-000500,CUST-00140,2025-04-13 13:12:00,app,credit_card,returned,1649.1,0.0,17.4,0.0,1649.1,0.0,762.0,0
ORD-000501,CUST-00201,2025-07-26 14:52:00,marketplace,credit_card,cancelled,579.6,86.94,10.26,492.66,0.0,0.0,283.0,0
ORD-000502,CUST-00133,2025-10-28 20:35:00,site,pix,delivered,1069.3,160.4,34.33,0.0,0.0,908.9,503.0,405.9
ORD-000503,CUST-00096,2025-03-13 17:55:00,app,pix,delivered,1199.7,0.0,38.2,0.0,0.0,1199.7,714.0,485.7
ORD-000504,CUST-00176,2025-07-26 20:49:00,site,credit_card,returned,219.9,21.99,18.89,0.0,197.91,0.0,93.0,0
ORD-000505,CUST-00098,2025-04-15 14:04:00,app,boleto,cancelled,569.7,28.49,15.55,541.22,0.0,0.0,273.0,0
ORD-000506,CUST-00044,2025-02-23 18:35:00,app,boleto,delivered,829.4,0.0,34.69,0.0,0.0,829.4,400.0,429.4
ORD-000507,CUST-00015,2025-07-08 16:00:00,site,pix,delivered,2139.0,0.0,35.69,0.0,0.0,2139.0,1088.0,1051.0
ORD-000508,CUST-00080,2025-08-10 19:42:00,app,credit_card,delivered,1049.2,0.0,28.01,0.0,0.0,1049.2,442.0,607.2
ORD-000509,CUST-00017,2025-07-24 17:51:00,app,pix,delivered,2079.1,207.91,19.77,0.0,0.0,1871.19,1110.5,760.69
ORD-000510,CUST-00157,2025-03-31 14:15:00,site,pix,delivered,1479.3,147.93,31.9,0.0,0.0,1331.37,744.0,587.37
ORD-000511,CUST-00171,2025-02-04 19:46:00,app,credit_card,returned,1234.2,0.0,37.16,0.0,1234.2,0.0,579.0,0
ORD-000512,CUST-00119,2025-01-14 09:40:00,marketplace,credit_card,returned,849.5,127.42,32.39,0.0,722.07,0.0,413.0,0
ORD-000513,CUST-00119,2025-02-04 09:35:00,site,pix,returned,1939.4,0.0,31.31,0.0,1939.4,0.0,1156.0,0
ORD-000514,CUST-00044,2025-02-09 18:48:00,marketplace,credit_card,delivered,1479.1,221.86,18.1,0.0,0.0,1257.24,719.0,538.24
ORD-000515,CUST-00100,2025-12-20 12:28:00,site,credit_card,delivered,909.5,90.95,10.04,0.0,0.0,818.55,435.0,383.55
ORD-000516,CUST-00057,2025-02-19 20:53:00,site,pix,returned,839.7,0.0,31.62,0.0,839.7,0.0,462.0,0
ORD-000517,CUST-00160,2025-04-17 16:25:00,site,credit_card,delivered,379.8,0.0,16.87,0.0,0.0,379.8,182.0,197.8
ORD-000518,CUST-00100,2025-04-19 15:14:00,app,credit_card,delivered,719.3,107.9,34.35,0.0,0.0,611.41,322.0,289.41
ORD-000519,CUST-00065,2025-02-18 17:20:00,app,boleto,returned,1259.4,188.91,21.56,0.0,1070.49,0.0,627.0,0
ORD-000520,CUST-00005,2025-11-08 17:28:00,site,credit_card,delivered,354.6,35.46,29.12,0.0,0.0,319.14,144.0,175.14
ORD-000521,CUST-00061,2025-08-08 20:15:00,marketplace,credit_card,cancelled,1199.6,0.0,11.7,1199.6,0.0,0.0,723.0,0
ORD-000522,CUST-00190,2025-06-18 10:17:00,marketplace,pix,delivered,89.8,13.47,33.51,0.0,0.0,76.33,34.0,42.33
ORD-000523,CUST-00088,2025-05-05 11:34:00,site,pix,delivered,1219.5,182.92,39.55,0.0,0.0,1036.58,587.0,449.58
ORD-000524,CUST-00223,2025-09-09 09:12:00,marketplace,credit_card,delivered,679.6,101.94,39.66,0.0,0.0,577.66,334.0,243.66
ORD-000525,CUST-00110,2025-08-28 12:10:00,marketplace,pix,returned,639.6,0.0,17.25,0.0,639.6,0.0,272.0,0
ORD-000526,CUST-00221,2025-09-04 09:23:00,app,credit_card,delivered,1109.4,55.47,14.93,0.0,0.0,1053.93,555.0,498.93
ORD-000527,CUST-00142,2025-03-31 12:24:00,site,credit_card,delivered,1809.2,0.0,23.51,0.0,0.0,1809.2,985.0,824.2
ORD-000528,CUST-00221,2025-09-14 19:46:00,app,credit_card,delivered,2309.1,115.46,22.04,0.0,0.0,2193.64,1230.0,963.64
ORD-000529,CUST-00050,2025-08-12 12:49:00,app,credit_card,returned,1269.3,0.0,25.19,0.0,1269.3,0.0,615.5,0
ORD-000530,CUST-00067,2025-11-06 15:43:00,marketplace,pix,delivered,509.6,0.0,17.32,0.0,0.0,509.6,240.5,269.1
ORD-000531,CUST-00133,2025-04-07 14:10:00,site,pix,delivered,2409.1,0.0,30.66,0.0,0.0,2409.1,1362.0,1047.1
ORD-000532,CUST-00179,2025-06-07 08:10:00,marketplace,credit_card,delivered,1204.5,0.0,12.81,0.0,0.0,1204.5,695.0,509.5
ORD-000533,CUST-00129,2025-02-26 15:36:00,marketplace,boleto,delivered,899.6,0.0,15.93,0.0,0.0,899.6,528.0,371.6
ORD-000534,CUST-00076,2025-02-13 14:07:00,site,credit_card,delivered,1459.6,0.0,20.16,0.0,0.0,1459.6,851.0,608.6
ORD-000535,CUST-00025,2025-04-19 16:50:00,app,boleto,delivered,2099.3,104.97,27.99,0.0,0.0,1994.33,1170.0,824.33
ORD-000536,CUST-00241,2025-07-04 18:25:00,marketplace,credit_card,delivered,949.3,94.93,11.62,0.0,0.0,854.37,447.0,407.37
ORD-000537,CUST-00223,2025-09-29 12:44:00,app,credit_card,delivered,974.1,0.0,23.46,0.0,0.0,974.1,475.5,498.6
ORD-000538,CUST-00060,2025-11-07 15:25:00,marketplace,credit_card,returned,1939.3,193.93,33.72,0.0,1745.37,0.0,1082.0,0
ORD-000539,CUST-00033,2025-09-12 20:05:00,site,credit_card,delivered,2219.2,332.88,39.79,0.0,0.0,1886.32,1222.0,664.32
ORD-000540,CUST-00112,2025-01-15 10:59:00,marketplace,credit_card,delivered,1479.5,73.97,32.89,0.0,0.0,1405.53,853.0,552.53
ORD-000541,CUST-00024,2025-12-21 13:55:00,app,boleto,delivered,359.8,35.98,32.89,0.0,0.0,323.82,164.0,159.82
ORD-000542,CUST-00207,2025-04-30 11:16:00,marketplace,credit_card,delivered,569.7,0.0,12.53,0.0,0.0,569.7,273.0,296.7
ORD-000543,CUST-00033,2025-06-10 14:36:00,marketplace,credit_card,returned,1079.6,0.0,19.22,0.0,1079.6,0.0,582.0,0
ORD-000544,CUST-00028,2025-07-22 08:34:00,site,boleto,delivered,1659.4,0.0,14.24,0.0,0.0,1659.4,921.0,738.4
ORD-000545,CUST-00080,2025-09-15 19:07:00,site,pix,delivered,1899.5,284.92,27.12,0.0,0.0,1614.57,1156.0,458.57
ORD-000546,CUST-00180,2025-01-27 20:11:00,app,boleto,delivered,209.6,31.44,21.65,0.0,0.0,178.16,83.0,95.16
ORD-000547,CUST-00101,2025-02-06 16:46:00,site,pix,delivered,564.7,0.0,30.79,0.0,0.0,564.7,291.0,273.7
ORD-000548,CUST-00118,2025-12-02 10:36:00,marketplace,credit_card,delivered,1329.3,66.47,30.78,0.0,0.0,1262.84,643.0,619.84
ORD-000549,CUST-00174,2025-03-17 14:27:00,site,credit_card,returned,379.8,0.0,37.68,0.0,379.8,0.0,182.0,0
ORD-000550,CUST-00152,2025-08-11 10:40:00,app,pix,returned,199.8,9.99,17.25,0.0,189.81,0.0,86.0,0
ORD-000551,CUST-00168,2025-07-12 20:44:00,site,credit_card,returned,1389.5,208.42,12.59,0.0,1181.08,0.0,777.0,0
ORD-000552,CUST-00006,2025-10-28 17:36:00,app,pix,delivered,219.9,0.0,30.71,0.0,0.0,219.9,93.0,126.9
ORD-000553,CUST-00147,2025-03-06 09:20:00,marketplace,boleto,delivered,739.5,110.92,37.17,0.0,0.0,628.58,381.5,247.08
ORD-000554,CUST-00193,2025-04-17 18:57:00,site,credit_card,delivered,209.6,0.0,35.76,0.0,0.0,209.6,83.0,126.6
ORD-000555,CUST-00168,2025-03-24 09:35:00,app,boleto,delivered,89.8,0.0,12.44,0.0,0.0,89.8,34.0,55.8
ORD-000556,CUST-00064,2025-06-03 08:33:00,marketplace,pix,delivered,1459.5,218.92,25.92,0.0,0.0,1240.58,755.0,485.58
ORD-000557,CUST-00177,2025-02-20 18:52:00,marketplace,credit_card,delivered,649.6,0.0,11.0,0.0,0.0,649.6,350.0,299.6
ORD-000558,CUST-00033,2025-11-15 14:04:00,marketplace,pix,cancelled,1079.7,0.0,17.72,1079.7,0.0,0.0,630.0,0
ORD-000559,CUST-00138,2025-04-15 09:40:00,marketplace,boleto,returned,1349.4,0.0,39.76,0.0,1349.4,0.0,684.0,0
ORD-000560,CUST-00211,2025-03-20 13:50:00,site,boleto,delivered,1199.6,59.98,10.68,0.0,0.0,1139.62,735.0,404.62
ORD-000561,CUST-00085,2025-11-24 09:23:00,site,pix,delivered,469.7,0.0,14.29,0.0,0.0,469.7,270.0,199.7
ORD-000562,CUST-00135,2025-06-06 17:52:00,app,pix,delivered,614.7,0.0,25.77,0.0,0.0,614.7,331.0,283.7
ORD-000563,CUST-00123,2025-10-31 10:16:00,marketplace,boleto,delivered,639.7,95.95,25.31,0.0,0.0,543.75,318.0,225.75
ORD-000564,CUST-00182,2025-05-08 18:38:00,site,pix,delivered,2364.0,354.6,23.63,0.0,0.0,2009.4,1372.0,637.4
ORD-000565,CUST-00105,2025-06-10 09:40:00,site,credit_card,delivered,689.7,0.0,31.8,0.0,0.0,689.7,354.0,335.7
ORD-000566,CUST-00207,2025-01-06 14:43:00,marketplace,credit_card,cancelled,1199.3,179.89,13.99,1019.4,0.0,0.0,599.0,0
ORD-000567,CUST-00180,2025-10-01 19:22:00,site,boleto,delivered,439.8,65.97,29.74,0.0,0.0,373.83,186.0,187.83
ORD-000568,CUST-00020,2025-07-07 10:32:00,app,pix,delivered,1509.2,0.0,22.58,0.0,0.0,1509.2,743.0,766.2
ORD-000569,CUST-00055,2025-01-02 19:40:00,site,pix,cancelled,614.3,30.72,16.42,583.58,0.0,0.0,264.0,0
ORD-000570,CUST-00085,2025-06-02 13:06:00,app,pix,delivered,469.8,0.0,36.61,0.0,0.0,469.8,245.0,224.8
ORD-000571,CUST-00106,2025-03-05 15:00:00,site,pix,delivered,2159.2,323.88,17.4,0.0,0.0,1835.32,1226.0,609.32
ORD-000572,CUST-00036,2025-07-01 19:27:00,site,pix,delivered,399.7,0.0,36.41,0.0,0.0,399.7,187.0,212.7
ORD-000573,CUST-00042,2025-12-08 11:30:00,app,credit_card,returned,2548.9,0.0,13.46,0.0,2548.9,0.0,1375.0,0
ORD-000574,CUST-00033,2025-03-21 13:32:00,app,pix,delivered,1119.4,167.91,17.0,0.0,0.0,951.49,543.0,408.49
ORD-000575,CUST-00159,2025-03-20 19:32:00,site,boleto,delivered,1049.7,0.0,18.33,0.0,0.0,1049.7,663.0,386.7
ORD-000576,CUST-00181,2025-02-22 19:46:00,site,pix,cancelled,399.7,39.97,15.34,359.73,0.0,0.0,187.0,0
ORD-000577,CUST-00110,2025-01-10 17:12:00,app,credit_card,delivered,819.5,0.0,21.31,0.0,0.0,819.5,387.0,432.5
ORD-000578,CUST-00078,2025-02-26 12:23:00,site,credit_card,delivered,249.8,0.0,31.25,0.0,0.0,249.8,115.5,134.3
ORD-000579,CUST-00074,2025-08-30 12:58:00,marketplace,credit_card,cancelled,1169.6,0.0,22.83,1169.6,0.0,0.0,649.0,0
ORD-000580,CUST-00085,2025-07-04 19:51:00,site,credit_card,delivered,1339.4,200.91,33.26,0.0,0.0,1138.49,731.0,407.49
ORD-000581,CUST-00011,2025-10-28 18:52:00,marketplace,pix,delivered,449.7,0.0,31.04,0.0,0.0,449.7,216.0,233.7
ORD-000582,CUST-00137,2025-03-20 08:08:00,site,pix,delivered,1199.2,59.96,26.41,0.0,0.0,1139.24,553.0,586.24
ORD-000583,CUST-00135,2025-09-15 20:01:00,marketplace,credit_card,delivered,1109.6,110.96,18.12,0.0,0.0,998.64,687.5,311.14
ORD-000584,CUST-00176,2025-09-30 16:04:00,marketplace,credit_card,delivered,854.6,42.73,32.42,0.0,0.0,811.87,474.0,337.87
ORD-000585,CUST-00129,2025-12-29 19:33:00,site,boleto,delivered,654.7,0.0,35.47,0.0,0.0,654.7,375.0,279.7
ORD-000586,CUST-00164,2025-03-17 12:59:00,site,boleto,delivered,179.9,0.0,36.1,0.0,0.0,179.9,82.0,97.9
ORD-000587,CUST-00162,2025-11-06 13:20:00,site,boleto,delivered,1799.3,269.89,36.42,0.0,0.0,1529.4,955.0,574.4
ORD-000588,CUST-00188,2025-05-24 10:16:00,marketplace,pix,delivered,779.7,77.97,29.62,0.0,0.0,701.73,411.0,290.73
ORD-000589,CUST-00210,2025-08-15 11:20:00,app,credit_card,delivered,1339.4,0.0,27.35,0.0,0.0,1339.4,714.0,625.4
ORD-000590,CUST-00049,2025-10-19 15:46:00,site,credit_card,delivered,1749.3,262.39,18.36,0.0,0.0,1486.91,919.0,567.91
ORD-000591,CUST-00117,2025-11-27 14:06:00,app,pix,returned,219.9,21.99,14.02,0.0,197.91,0.0,93.0,0
